frecuencia,angulo,longitud,velocidad,espesor,presion,const
800,2.7,0.15,39.6,0,128.83,1
1000,2.7,0.15,39.6,0,130.59,1
1250,2.7,0.15,39.6,0,130.83,1
1600,2.7,0.15,39.6,0,130.05,1
2000,2.7,0.15,39.6,0,128.14,1
2500,2.7,0.15,39.6,0,125.59,1
3150,2.7,0.15,39.6,0,122.92,1
4000,2.7,0.15,39.6,0,121.89,1
5000,2.7,0.15,39.6,0,121.5,1
6300,2.7,0.15,39.6,0,119.21,1
8000,2.7,0.15,39.6,0,116.66,1
10000,2.7,0.15,39.6,0,112.59,1
12500,2.7,0.15,39.6,0,108.65,1
400,5.4,0.15,71.3,0,124.12,1
500,5.4,0.15,71.3,0,126.29,1
630,5.4,0.15,71.3,0,128.97,1
800,5.4,0.15,71.3,0,131.28,1
1000,5.4,0.15,71.3,0,133.2,1
1250,5.4,0.15,71.3,0,134.11,1
1600,5.4,0.15,71.3,0,133.24,1
2000,5.4,0.15,71.3,0,131.11,1
2500,5.4,0.15,71.3,0,127.59,1
3150,5.4,0.15,71.3,0,123.31,1
4000,5.4,0.15,71.3,0,121.43,1
5000,5.4,0.15,71.3,0,120.06,1
6300,5.4,0.15,71.3,0,116.41,1
400,5.4,0.15,55.5,0,126.81,1
500,5.4,0.15,55.5,0,129.37,1
630,5.4,0.15,55.5,0,131.81,1
800,5.4,0.15,55.5,0,133.1,1
1000,5.4,0.15,55.5,0,132.13,1
1250,5.4,0.15,55.5,0,130.78,1
1600,5.4,0.15,55.5,0,130.57,1
2000,5.4,0.15,55.5,0,128.71,1
2500,5.4,0.15,55.5,0,124.08,1
3150,5.4,0.15,55.5,0,121.59,1
4000,5.4,0.15,55.5,0,119.74,1
5000,5.4,0.15,55.5,0,118.76,1
6300,5.4,0.15,55.5,0,117.29,1
8000,5.4,0.15,55.5,0,114.93,1
315,5.4,0.15,39.6,0,125.35,1
400,5.4,0.15,39.6,0,127.64,1
500,5.4,0.15,39.6,0,129.94,1
630,5.4,0.15,39.6,0,132.36,1
800,5.4,0.15,39.6,0,132.76,1
1000,5.4,0.15,39.6,0,130.51,1
1250,5.4,0.15,39.6,0,127.12,1
1600,5.4,0.15,39.6,0,126.27,1
2000,5.4,0.15,39.6,0,124.65,1
2500,5.4,0.15,39.6,0,120.5,1
3150,5.4,0.15,39.6,0,119.14,1
4000,5.4,0.15,39.6,0,117.14,1
5000,5.4,0.15,39.6,0,117.04,1
6300,5.4,0.15,39.6,0,116.68,1
315,5.4,0.15,31.7,0.01,125.74,1
400,5.4,0.15,31.7,0.01,127.78,1
500,5.4,0.15,31.7,0.01,129.68,1
630,5.4,0.15,31.7,0.01,131.47,1
800,5.4,0.15,31.7,0.01,131.49,1
1000,5.4,0.15,31.7,0.01,128.24,1
1250,5.4,0.15,31.7,0.01,123.99,1
1600,5.4,0.15,31.7,0.01,123.76,1
2000,5.4,0.15,31.7,0.01,122.77,1
2500,5.4,0.15,31.7,0.01,119.15,1
3150,5.4,0.15,31.7,0.01,118.29,1
4000,5.4,0.15,31.7,0.01,116.18,1
5000,5.4,0.15,31.7,0.01,115.69,1
6300,5.4,0.15,31.7,0.01,115.59,1
315,7.2,0.15,71.3,0.01,128.71,1
400,7.2,0.15,71.3,0.01,130.12,1
500,7.2,0.15,71.3,0.01,132.04,1
630,7.2,0.15,71.3,0.01,134.85,1
800,7.2,0.15,71.3,0.01,136.02,1
1000,7.2,0.15,71.3,0.01,134.27,1
1250,7.2,0.15,71.3,0.01,132.51,1
1600,7.2,0.15,71.3,0.01,130.89,1
2000,7.2,0.15,71.3,0.01,128.64,1
2500,7.2,0.15,71.3,0.01,124.35,1
3150,7.2,0.15,71.3,0.01,116.78,1
4000,7.2,0.15,71.3,0.01,119.34,1
5000,7.2,0.15,71.3,0.01,118.34,1
6300,7.2,0.15,71.3,0.01,116.6,1
8000,7.2,0.15,71.3,0.01,113.33,1
10000,7.2,0.15,71.3,0.01,110.31,1
250,7.2,0.15,39.6,0.01,127.49,1
315,7.2,0.15,39.6,0.01,130.56,1
400,7.2,0.15,39.6,0.01,132.12,1
500,7.2,0.15,39.6,0.01,132.66,1
630,7.2,0.15,39.6,0.01,133.2,1
800,7.2,0.15,39.6,0.01,132.36,1
1000,7.2,0.15,39.6,0.01,128.34,1
1250,7.2,0.15,39.6,0.01,122.43,1
1600,7.2,0.15,39.6,0.01,120.06,1
2000,7.2,0.15,39.6,0.01,120.23,1
2500,7.2,0.15,39.6,0.01,117.48,1
3150,7.2,0.15,39.6,0.01,111.82,1
4000,7.2,0.15,39.6,0.01,114.26,1
5000,7.2,0.15,39.6,0.01,113.29,1
6300,7.2,0.15,39.6,0.01,112.69,1
8000,7.2,0.15,39.6,0.01,111.59,1
10000,7.2,0.15,39.6,0.01,110.87,1
200,9.9,0.15,71.3,0.02,134.32,1
250,9.9,0.15,71.3,0.02,135.33,1
315,9.9,0.15,71.3,0.02,135.46,1
400,9.9,0.15,71.3,0.02,135.08,1
500,9.9,0.15,71.3,0.02,131.28,1
630,9.9,0.15,71.3,0.02,129.89,1
800,9.9,0.15,71.3,0.02,128.88,1
1000,9.9,0.15,71.3,0.02,126.35,1
1250,9.9,0.15,71.3,0.02,122.68,1
1600,9.9,0.15,71.3,0.02,121.79,1
2000,9.9,0.15,71.3,0.02,120.78,1
2500,9.9,0.15,71.3,0.02,119.64,1
3150,9.9,0.15,71.3,0.02,116.85,1
4000,9.9,0.15,71.3,0.02,115.08,1
5000,9.9,0.15,71.3,0.02,114.57,1
6300,9.9,0.15,71.3,0.02,112.04,1
200,9.9,0.15,55.5,0.02,131.96,1
250,9.9,0.15,55.5,0.02,133.24,1
315,9.9,0.15,55.5,0.02,132.36,1
400,9.9,0.15,55.5,0.02,131.61,1
500,9.9,0.15,55.5,0.02,127.82,1
630,9.9,0.15,55.5,0.02,127.32,1
800,9.9,0.15,55.5,0.02,126.57,1
1000,9.9,0.15,55.5,0.02,124.67,1
1250,9.9,0.15,55.5,0.02,121.64,1
1600,9.9,0.15,55.5,0.02,119.88,1
2000,9.9,0.15,55.5,0.02,119.51,1
2500,9.9,0.15,55.5,0.02,118.37,1
3150,9.9,0.15,55.5,0.02,115.09,1
4000,9.9,0.15,55.5,0.02,112.95,1
5000,9.9,0.15,55.5,0.02,112.07,1
6300,9.9,0.15,55.5,0.02,110.56,1
200,9.9,0.15,39.6,0.02,127.32,1
250,9.9,0.15,39.6,0.02,128.34,1
315,9.9,0.15,39.6,0.02,128.6,1
400,9.9,0.15,39.6,0.02,128.35,1
500,9.9,0.15,39.6,0.02,126.84,1
630,9.9,0.15,39.6,0.02,126.47,1
800,9.9,0.15,39.6,0.02,126.35,1
1000,9.9,0.15,39.6,0.02,123.84,1
1250,9.9,0.15,39.6,0.02,120.56,1
1600,9.9,0.15,39.6,0.02,118.55,1
2000,9.9,0.15,39.6,0.02,117.93,1
2500,9.9,0.15,39.6,0.02,116.3,1
3150,9.9,0.15,39.6,0.02,113.53,1
4000,9.9,0.15,39.6,0.02,112.27,1
5000,9.9,0.15,39.6,0.02,111.14,1
6300,9.9,0.15,39.6,0.02,109.89,1
200,9.9,0.15,31.7,0.03,127.3,1
250,9.9,0.15,31.7,0.03,128.56,1
315,9.9,0.15,31.7,0.03,128.81,1
400,9.9,0.15,31.7,0.03,128.94,1
500,9.9,0.15,31.7,0.03,127.18,1
630,9.9,0.15,31.7,0.03,126.05,1
800,9.9,0.15,31.7,0.03,125.54,1
1000,9.9,0.15,31.7,0.03,122.15,1
1250,9.9,0.15,31.7,0.03,118.62,1
1600,9.9,0.15,31.7,0.03,117.12,1
2000,9.9,0.15,31.7,0.03,116.86,1
2500,9.9,0.15,31.7,0.03,114.73,1
3150,9.9,0.15,31.7,0.03,112.21,1
4000,9.9,0.15,31.7,0.03,111.46,1
5000,9.9,0.15,31.7,0.03,109.95,1
6300,9.9,0.15,31.7,0.03,108.69,1
200,12.6,0.15,71.3,0.05,128.35,1
250,12.6,0.15,71.3,0.05,129.74,1
315,12.6,0.15,71.3,0.05,128.48,1
400,12.6,0.15,71.3,0.05,127.09,1
500,12.6,0.15,71.3,0.05,121.66,1
630,12.6,0.15,71.3,0.05,123.3,1
800,12.6,0.15,71.3,0.05,123.05,1
1000,12.6,0.15,71.3,0.05,122.04,1
1250,12.6,0.15,71.3,0.05,120.15,1
1600,12.6,0.15,71.3,0.05,120.53,1
2000,12.6,0.15,71.3,0.05,117.5,1
2500,12.6,0.15,71.3,0.05,115.23,1
3150,12.6,0.15,71.3,0.05,113.33,1
4000,12.6,0.15,71.3,0.05,108.03,1
5000,12.6,0.15,71.3,0.05,108.03,1
6300,12.6,0.15,71.3,0.05,107.28,1
200,12.6,0.15,39.6,0.06,114.75,1
250,12.6,0.15,39.6,0.06,115.89,1
315,12.6,0.15,39.6,0.06,116.02,1
400,12.6,0.15,39.6,0.06,115.91,1
500,12.6,0.15,39.6,0.06,114.9,1
630,12.6,0.15,39.6,0.06,116.55,1
800,12.6,0.15,39.6,0.06,116.56,1
1000,12.6,0.15,39.6,0.06,114.67,1
1250,12.6,0.15,39.6,0.06,112.16,1
1600,12.6,0.15,39.6,0.06,110.78,1
2000,12.6,0.15,39.6,0.06,109.52,1
2500,12.6,0.15,39.6,0.06,106.88,1
3150,12.6,0.15,39.6,0.06,106.26,1
4000,12.6,0.15,39.6,0.06,104.5,1
5000,12.6,0.15,39.6,0.06,104.13,1
6300,12.6,0.15,39.6,0.06,103.38,1
800,0,0.05,71.3,0,130.96,1
1000,0,0.05,71.3,0,129.45,1
1250,0,0.05,71.3,0,128.56,1
1600,0,0.05,71.3,0,129.68,1
2000,0,0.05,71.3,0,131.06,1
2500,0,0.05,71.3,0,131.31,1
3150,0,0.05,71.3,0,135.07,1
4000,0,0.05,71.3,0,134.43,1
5000,0,0.05,71.3,0,134.43,1
6300,0,0.05,71.3,0,133.04,1
8000,0,0.05,71.3,0,130.89,1
10000,0,0.05,71.3,0,128.74,1
12500,0,0.05,71.3,0,125.22,1
800,0,0.05,55.5,0,124.34,1
1000,0,0.05,55.5,0,125.59,1
1250,0,0.05,55.5,0,127.08,1
1600,0,0.05,55.5,0,128.58,1
2000,0,0.05,55.5,0,131.46,1
2500,0,0.05,55.5,0,133.96,1
3150,0,0.05,55.5,0,134.83,1
4000,0,0.05,55.5,0,134.95,1
5000,0,0.05,55.5,0,134.56,1
6300,0,0.05,55.5,0,132.8,1
8000,0,0.05,55.5,0,130.16,1
10000,0,0.05,55.5,0,127.64,1
12500,0,0.05,55.5,0,125.38,1
800,0,0.05,39.6,0,126.51,1
1000,0,0.05,39.6,0,127.64,1
1250,0,0.05,39.6,0,129.15,1
1600,0,0.05,39.6,0,130.91,1
2000,0,0.05,39.6,0,132.92,1
2500,0,0.05,39.6,0,134.94,1
3150,0,0.05,39.6,0,135.94,1
4000,0,0.05,39.6,0,135.31,1
5000,0,0.05,39.6,0,134.31,1
6300,0,0.05,39.6,0,131.92,1
8000,0,0.05,39.6,0,128.52,1
10000,0,0.05,39.6,0,126,1
12500,0,0.05,39.6,0,123.99,1
800,0,0.05,31.7,0,122.79,1
1000,0,0.05,31.7,0,126.78,1
1250,0,0.05,31.7,0,129.27,1
1600,0,0.05,31.7,0,131.01,1
2000,0,0.05,31.7,0,133.01,1
2500,0,0.05,31.7,0,134.87,1
3150,0,0.05,31.7,0,135.49,1
4000,0,0.05,31.7,0,134.11,1
5000,0,0.05,31.7,0,133.23,1
6300,0,0.05,31.7,0,130.34,1
8000,0,0.05,31.7,0,126.59,1
10000,0,0.05,31.7,0,122.45,1
12500,0,0.05,31.7,0,119.07,1
1600,4.2,0.05,71.3,0,124.32,1
2000,4.2,0.05,71.3,0,129.85,1
2500,4.2,0.05,71.3,0,131.98,1
3150,4.2,0.05,71.3,0,133.73,1
4000,4.2,0.05,71.3,0,133.6,1
5000,4.2,0.05,71.3,0,132.83,1
6300,4.2,0.05,71.3,0,129.31,1
8000,4.2,0.05,71.3,0,125.27,1
10000,4.2,0.05,71.3,0,121.24,1
12500,4.2,0.05,71.3,0,117.33,1
1000,4.2,0.05,39.6,0,125.65,1
1250,4.2,0.05,39.6,0,128.43,1
1600,4.2,0.05,39.6,0,130.2,1
2000,4.2,0.05,39.6,0,132.59,1
2500,4.2,0.05,39.6,0,133.85,1
3150,4.2,0.05,39.6,0,133.59,1
4000,4.2,0.05,39.6,0,131.81,1
5000,4.2,0.05,39.6,0,129.78,1
6300,4.2,0.05,39.6,0,125.72,1
8000,4.2,0.05,39.6,0,120.4,1
10000,4.2,0.05,39.6,0,116.97,1
800,8.4,0.05,71.3,0.01,127.56,1
1000,8.4,0.05,71.3,0.01,129.95,1
1250,8.4,0.05,71.3,0.01,132.09,1
1600,8.4,0.05,71.3,0.01,133.85,1
2000,8.4,0.05,71.3,0.01,134.48,1
2500,8.4,0.05,71.3,0.01,134.23,1
3150,8.4,0.05,71.3,0.01,131.97,1
4000,8.4,0.05,71.3,0.01,126.93,1
5000,8.4,0.05,71.3,0.01,121.15,1
400,8.4,0.05,55.5,0.01,121.58,1
500,8.4,0.05,55.5,0.01,123.74,1
630,8.4,0.05,55.5,0.01,126.15,1
800,8.4,0.05,55.5,0.01,128.56,1
1000,8.4,0.05,55.5,0.01,130.72,1
1250,8.4,0.05,55.5,0.01,132.25,1
1600,8.4,0.05,55.5,0.01,133.03,1
2000,8.4,0.05,55.5,0.01,133.04,1
2500,8.4,0.05,55.5,0.01,131.54,1
3150,8.4,0.05,55.5,0.01,128.4,1
4000,8.4,0.05,55.5,0.01,122.61,1
5000,8.4,0.05,55.5,0.01,115.81,1
400,8.4,0.05,39.6,0.01,120.02,1
500,8.4,0.05,39.6,0.01,122.91,1
630,8.4,0.05,39.6,0.01,126.05,1
800,8.4,0.05,39.6,0.01,128.44,1
1000,8.4,0.05,39.6,0.01,130.2,1
1250,8.4,0.05,39.6,0.01,131.21,1
1600,8.4,0.05,39.6,0.01,130.97,1
2000,8.4,0.05,39.6,0.01,129.97,1
2500,8.4,0.05,39.6,0.01,127.47,1
3150,8.4,0.05,39.6,0.01,123.97,1
4000,8.4,0.05,39.6,0.01,118.96,1
400,8.4,0.05,31.7,0.01,120.08,1
500,8.4,0.05,31.7,0.01,122.97,1
630,8.4,0.05,31.7,0.01,125.86,1
800,8.4,0.05,31.7,0.01,128.25,1
1000,8.4,0.05,31.7,0.01,129.52,1
1250,8.4,0.05,31.7,0.01,130.16,1
1600,8.4,0.05,31.7,0.01,129.3,1
2000,8.4,0.05,31.7,0.01,127.69,1
2500,8.4,0.05,31.7,0.01,125.58,1
3150,8.4,0.05,31.7,0.01,122.09,1
4000,8.4,0.05,31.7,0.01,118.11,1
200,11.2,0.05,71.3,0.01,125.94,1
250,11.2,0.05,71.3,0.01,127.1,1
315,11.2,0.05,71.3,0.01,128.38,1
400,11.2,0.05,71.3,0.01,129.28,1
500,11.2,0.05,71.3,0.01,130.31,1
630,11.2,0.05,71.3,0.01,133.61,1
800,11.2,0.05,71.3,0.01,136.03,1
1000,11.2,0.05,71.3,0.01,136.94,1
1250,11.2,0.05,71.3,0.01,136.19,1
1600,11.2,0.05,71.3,0.01,135.19,1
2000,11.2,0.05,71.3,0.01,133.31,1
2500,11.2,0.05,71.3,0.01,130.54,1
3150,11.2,0.05,71.3,0.01,127.14,1
4000,11.2,0.05,71.3,0.01,122.47,1
200,11.2,0.05,39.6,0.02,125.01,1
250,11.2,0.05,39.6,0.02,126.43,1
315,11.2,0.05,39.6,0.02,128.99,1
400,11.2,0.05,39.6,0.02,130.67,1
500,11.2,0.05,39.6,0.02,131.96,1
630,11.2,0.05,39.6,0.02,133.13,1
800,11.2,0.05,39.6,0.02,133.79,1
1000,11.2,0.05,39.6,0.02,132.43,1
1250,11.2,0.05,39.6,0.02,130.05,1
1600,11.2,0.05,39.6,0.02,126.54,1
2000,11.2,0.05,39.6,0.02,124.42,1
2500,11.2,0.05,39.6,0.02,122.17,1
3150,11.2,0.05,39.6,0.02,119.67,1
4000,11.2,0.05,39.6,0.02,115.52,1
200,15.4,0.05,71.3,0.03,123.6,1
250,15.4,0.05,71.3,0.03,124.84,1
315,15.4,0.05,71.3,0.03,126.2,1
400,15.4,0.05,71.3,0.03,126.81,1
500,15.4,0.05,71.3,0.03,127.29,1
630,15.4,0.05,71.3,0.03,129.65,1
800,15.4,0.05,71.3,0.03,131.52,1
1000,15.4,0.05,71.3,0.03,131.87,1
1250,15.4,0.05,71.3,0.03,130.85,1
1600,15.4,0.05,71.3,0.03,130.07,1
2000,15.4,0.05,71.3,0.03,129.29,1
2500,15.4,0.05,71.3,0.03,127.63,1
3150,15.4,0.05,71.3,0.03,125.72,1
4000,15.4,0.05,71.3,0.03,122.68,1
5000,15.4,0.05,71.3,0.03,119.14,1
6300,15.4,0.05,71.3,0.03,115.22,1
8000,15.4,0.05,71.3,0.03,112.68,1
200,15.4,0.05,55.5,0.03,122.94,1
250,15.4,0.05,55.5,0.03,124.17,1
315,15.4,0.05,55.5,0.03,125.39,1
400,15.4,0.05,55.5,0.03,126.5,1
500,15.4,0.05,55.5,0.03,127.22,1
630,15.4,0.05,55.5,0.03,129.33,1
800,15.4,0.05,55.5,0.03,130.43,1
1000,15.4,0.05,55.5,0.03,130.4,1
1250,15.4,0.05,55.5,0.03,130,1
1600,15.4,0.05,55.5,0.03,128.2,1
2000,15.4,0.05,55.5,0.03,127.04,1
2500,15.4,0.05,55.5,0.03,125.63,1
3150,15.4,0.05,55.5,0.03,123.46,1
4000,15.4,0.05,55.5,0.03,120.92,1
5000,15.4,0.05,55.5,0.03,117.11,1
6300,15.4,0.05,55.5,0.03,112.93,1
200,15.4,0.05,39.6,0.03,121.78,1
250,15.4,0.05,39.6,0.03,122.89,1
315,15.4,0.05,39.6,0.03,124.49,1
400,15.4,0.05,39.6,0.03,125.35,1
500,15.4,0.05,39.6,0.03,125.96,1
630,15.4,0.05,39.6,0.03,127.44,1
800,15.4,0.05,39.6,0.03,128.42,1
1000,15.4,0.05,39.6,0.03,127.89,1
1250,15.4,0.05,39.6,0.03,126.74,1
1600,15.4,0.05,39.6,0.03,124.84,1
2000,15.4,0.05,39.6,0.03,123.44,1
2500,15.4,0.05,39.6,0.03,122.41,1
3150,15.4,0.05,39.6,0.03,120.51,1
4000,15.4,0.05,39.6,0.03,118.11,1
5000,15.4,0.05,39.6,0.03,114.45,1
6300,15.4,0.05,39.6,0.03,109.66,1
200,15.4,0.05,31.7,0.03,119.98,1
250,15.4,0.05,31.7,0.03,121.23,1
315,15.4,0.05,31.7,0.03,122.85,1
400,15.4,0.05,31.7,0.03,123.71,1
500,15.4,0.05,31.7,0.03,123.7,1
630,15.4,0.05,31.7,0.03,124.69,1
800,15.4,0.05,31.7,0.03,125.56,1
1000,15.4,0.05,31.7,0.03,124.53,1
1250,15.4,0.05,31.7,0.03,123.26,1
1600,15.4,0.05,31.7,0.03,121.49,1
2000,15.4,0.05,31.7,0.03,120.84,1
2500,15.4,0.05,31.7,0.03,119.95,1
3150,15.4,0.05,31.7,0.03,118.05,1
4000,15.4,0.05,31.7,0.03,115.64,1
5000,15.4,0.05,31.7,0.03,112.36,1
6300,15.4,0.05,31.7,0.03,108.19,1
200,19.7,0.05,71.3,0.03,118.01,1
250,19.7,0.05,71.3,0.03,119.12,1
315,19.7,0.05,71.3,0.03,121.24,1
400,19.7,0.05,71.3,0.03,123.87,1
500,19.7,0.05,71.3,0.03,127,1
630,19.7,0.05,71.3,0.03,128.37,1
800,19.7,0.05,71.3,0.03,124.56,1
1000,19.7,0.05,71.3,0.03,121.89,1
1250,19.7,0.05,71.3,0.03,121.49,1
1600,19.7,0.05,71.3,0.03,120.58,1
2000,19.7,0.05,71.3,0.03,120.06,1
2500,19.7,0.05,71.3,0.03,118.39,1
3150,19.7,0.05,71.3,0.03,116.23,1
4000,19.7,0.05,71.3,0.03,113.05,1
200,19.7,0.05,39.6,0.04,125.97,1
250,19.7,0.05,39.6,0.04,127.22,1
315,19.7,0.05,39.6,0.04,129.86,1
400,19.7,0.05,39.6,0.04,130.61,1
500,19.7,0.05,39.6,0.04,128.44,1
630,19.7,0.05,39.6,0.04,120.32,1
800,19.7,0.05,39.6,0.04,119.17,1
1000,19.7,0.05,39.6,0.04,118.9,1
1250,19.7,0.05,39.6,0.04,118.63,1
1600,19.7,0.05,39.6,0.04,117.6,1
2000,19.7,0.05,39.6,0.04,117.72,1
2500,19.7,0.05,39.6,0.04,116.18,1
3150,19.7,0.05,39.6,0.04,113,1
4000,19.7,0.05,39.6,0.04,108.68,1
2500,0,0.03,71.3,0,133.71,1
3150,0,0.03,71.3,0,137.01,1
4000,0,0.03,71.3,0,138.56,1
5000,0,0.03,71.3,0,136.84,1
6300,0,0.03,71.3,0,134.99,1
8000,0,0.03,71.3,0,129.87,1
10000,0,0.03,71.3,0,130.79,1
12500,0,0.03,71.3,0,133.21,1
16000,0,0.03,71.3,0,130.48,1
20000,0,0.03,71.3,0,123.22,1
2000,0,0.03,55.5,0,127.62,1
2500,0,0.03,55.5,0,130.07,1
3150,0,0.03,55.5,0,130.5,1
4000,0,0.03,55.5,0,133.22,1
5000,0,0.03,55.5,0,135.8,1
6300,0,0.03,55.5,0,136.1,1
8000,0,0.03,55.5,0,136.16,1
10000,0,0.03,55.5,0,134.56,1
12500,0,0.03,55.5,0,131.45,1
16000,0,0.03,55.5,0,125.68,1
20000,0,0.03,55.5,0,121.93,1
1600,0,0.03,39.6,0,124.16,1
2000,0,0.03,39.6,0,130.03,1
2500,0,0.03,39.6,0,131.84,1
3150,0,0.03,39.6,0,133.28,1
4000,0,0.03,39.6,0,135.35,1
5000,0,0.03,39.6,0,136.54,1
6300,0,0.03,39.6,0,136.83,1
8000,0,0.03,39.6,0,135.87,1
10000,0,0.03,39.6,0,133.38,1
12500,0,0.03,39.6,0,129.12,1
16000,0,0.03,39.6,0,124.99,1
1000,0,0.03,31.7,0,125.13,1
1250,0,0.03,31.7,0,127.95,1
1600,0,0.03,31.7,0,129.27,1
2000,0,0.03,31.7,0,130.7,1
2500,0,0.03,31.7,0,132.9,1
3150,0,0.03,31.7,0,135.23,1
4000,0,0.03,31.7,0,137.05,1
5000,0,0.03,31.7,0,138.61,1
6300,0,0.03,31.7,0,138.54,1
8000,0,0.03,31.7,0,137.21,1
10000,0,0.03,31.7,0,134.23,1
12500,0,0.03,31.7,0,128.98,1
16000,0,0.03,31.7,0,125.63,1
2000,4.8,0.03,71.3,0,128.4,1
2500,4.8,0.03,71.3,0,130.83,1
3150,4.8,0.03,71.3,0,133.38,1
4000,4.8,0.03,71.3,0,134.93,1
